url,page_type,title,search_intent,cluster,http_status_production,canonical,robots,in_sitemap,in_hub,in_feed,internal_links_in,editorial_status,human_approval,traffic,backlinks,cta,commercial_service,similarity_notes,disposition,journey,notes,path
/conteudos/diario-de-obra-pleito-contrato-publico/,conteudo,Diário de obra que sustenta pleitos: o que registrar todos os dias,Diário de obra que sustenta pleitos: o que registrar todos os dias,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/diario-de-obra-pleito-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/diario-de-obra-pleito-contrato-publico/index.html
/conteudos/divergencia-diario-obra-fiscalizacao/,conteudo,Diário de obra contradiz a fiscalização: qual registro prevalece?,Diário de obra contradiz a fiscalização: qual registro prevalece?,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/divergencia-diario-obra-fiscalizacao/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/divergencia-diario-obra-fiscalizacao/index.html
/conteudos/divergencia-quantitativo-medicao-as-built/,conteudo,Quantitativo medido diverge do as built: como resolver sem perder dinheiro,Quantitativo medido diverge do as built: como resolver sem perder dinheiro,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/divergencia-quantitativo-medicao-as-built/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/divergencia-quantitativo-medicao-as-built/index.html
/conteudos/documentos-reequilibrio-obra-publica/,conteudo,Documentos essenciais para pedir reequilíbrio em obra pública,Documentos essenciais para pedir reequilíbrio em obra pública,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/documentos-reequilibrio-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/documentos-reequilibrio-obra-publica/index.html
/conteudos/dosimetria-multa-contrato-administrativo/,conteudo,Multa desproporcional: como questionar a dosimetria da sanção,Multa desproporcional: como questionar a dosimetria da sanção,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/dosimetria-multa-contrato-administrativo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/dosimetria-multa-contrato-administrativo/index.html
/conteudos/empreitada-preco-global-preco-unitario/,conteudo,Empreitada global ou unitária: qual regime é mais arriscado?,Empreitada global ou unitária: qual regime é mais arriscado?,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/empreitada-preco-global-preco-unitario/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/empreitada-preco-global-preco-unitario/index.html
/conteudos/erro-de-projeto-gera-aditivo-obra-publica/,conteudo,Erro de projeto em obra pública gera aditivo ou é risco da construtora?,Erro de projeto em obra pública gera aditivo ou é risco da construtora?,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/erro-de-projeto-gera-aditivo-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/erro-de-projeto-gera-aditivo-obra-publica/index.html
/conteudos/erros-comunicacao-contrato-publico-construtora/,conteudo,Cinco frases que a construtora não deveria escrever ao fiscal,Cinco frases que a construtora não deveria escrever ao fiscal,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/erros-comunicacao-contrato-publico-construtora/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/erros-comunicacao-contrato-publico-construtora/index.html
/conteudos/evento-previsivel-consequencias-incalculaveis-reequilibrio/,conteudo,Evento previsível também pode gerar reequilíbrio?,Evento previsível também pode gerar reequilíbrio?,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/evento-previsivel-consequencias-incalculaveis-reequilibrio/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/evento-previsivel-consequencias-incalculaveis-reequilibrio/index.html
/conteudos/extincao-contrato-culpa-administracao/,conteudo,A construtora pode pedir a extinção do contrato por culpa da Administração?,A construtora pode pedir a extinção do contrato por culpa da Administração?,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/extincao-contrato-culpa-administracao/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/extincao-contrato-culpa-administracao/index.html
/conteudos/extincao-contrato-obra-publica-pelo-contratado/,conteudo,"Abandonar, suspender ou pedir extinção: como decidir num contrato inviável","Abandonar, suspender ou pedir extinção: como decidir num contrato inviável",atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/extincao-contrato-obra-publica-pelo-contratado/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/extincao-contrato-obra-publica-pelo-contratado/index.html
/conteudos/fiscal-mandou-executar-sem-aditivo/,conteudo,"O fiscal mandou executar, mas não formalizou: o que a construtora deve fazer?","O fiscal mandou executar, mas não formalizou: o que a construtora deve fazer?",aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/fiscal-mandou-executar-sem-aditivo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/fiscal-mandou-executar-sem-aditivo/index.html
/conteudos/fiscal-nao-assina-medicao-obra-publica/,conteudo,Fiscal não assina medição: o que fazer nas primeiras 48h,Fiscal não assina medição: o que fazer nas primeiras 48h,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/fiscal-nao-assina-medicao-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/fiscal-nao-assina-medicao-obra-publica/index.html
/conteudos/frente-de-servico-nao-liberada-obra/,conteudo,Frente de serviço não liberada: como registrar e cobrar o impacto,Frente de serviço não liberada: como registrar e cobrar o impacto,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/frente-de-servico-nao-liberada-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/frente-de-servico-nao-liberada-obra/index.html
/conteudos/garantia-proposta-licitacao-obra/,conteudo,Garantia da proposta e seguro-garantia: quanto custa errar na licitação,Garantia da proposta e seguro-garantia: quanto custa errar na licitação,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/garantia-proposta-licitacao-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/garantia-proposta-licitacao-obra/index.html
/conteudos/gestao-contrato-obra-publica-indicadores/,conteudo,Dashboard de contrato público: os 12 indicadores que o dono precisa ver,Dashboard de contrato público: os 12 indicadores que o dono precisa ver,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/gestao-contrato-obra-publica-indicadores/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/gestao-contrato-obra-publica-indicadores/index.html
/conteudos/glosa-de-medicao-obra-publica/,conteudo,Glosa indevida em obra pública: como contestar tecnicamente,Glosa indevida em obra pública: como contestar tecnicamente,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/glosa-de-medicao-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/glosa-de-medicao-obra-publica/index.html
/conteudos/glosa-por-qualidade-obra-publica/,conteudo,Glosa por qualidade: pode glosar a medição inteira?,Glosa por qualidade: pode glosar a medição inteira?,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/glosa-por-qualidade-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/glosa-por-qualidade-obra-publica/index.html
/conteudos/impedimento-de-licitar-construtora/,conteudo,Impedimento de licitar: quais fatos realmente colocam a construtora em risco,Impedimento de licitar: quais fatos realmente colocam a construtora em risco,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/impedimento-de-licitar-construtora/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/impedimento-de-licitar-construtora/index.html
/conteudos/indenizacao-servico-extracontratual-obra-publica/,conteudo,Indenização por serviço extracontratual: quando o aditivo já não é possível,Indenização por serviço extracontratual: quando o aditivo já não é possível,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/indenizacao-servico-extracontratual-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/indenizacao-servico-extracontratual-obra-publica/index.html
/conteudos/interferencia-concessionaria-obra-publica-atraso/,conteudo,Interferência de concessionária atrasou a obra: de quem é o risco?,Interferência de concessionária atrasou a obra: de quem é o risco?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/interferencia-concessionaria-obra-publica-atraso/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/interferencia-concessionaria-obra-publica-atraso/index.html
/conteudos/jogo-de-planilha-aditivo-obra-publica/,conteudo,Jogo de planilha no aditivo: como evitar que o desconto destrua a margem,Jogo de planilha no aditivo: como evitar que o desconto destrua a margem,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/jogo-de-planilha-aditivo-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/jogo-de-planilha-aditivo-obra-publica/index.html
/conteudos/juros-atraso-pagamento-contrato-administrativo/,conteudo,Juros e correção por atraso de pagamento: como calcular e cobrar,Juros e correção por atraso de pagamento: como calcular e cobrar,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/juros-atraso-pagamento-contrato-administrativo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/juros-atraso-pagamento-contrato-administrativo/index.html
/conteudos/limite-aditivo-25-50-obra-publica/,conteudo,Limite de aditivo 25% e 50%: o que conta na Lei 14.133,Limite de aditivo 25% e 50%: o que conta na Lei 14.133,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/limite-aditivo-25-50-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/limite-aditivo-25-50-obra-publica/index.html
/conteudos/manutencao-habilitacao-contrato-publico/,conteudo,Perda das condições de habilitação durante o contrato: o que acontece?,Perda das condições de habilitação durante o contrato: o que acontece?,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/manutencao-habilitacao-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/manutencao-habilitacao-contrato-publico/index.html
/conteudos/matriz-de-riscos-obra-publica/,conteudo,Matriz de riscos em obra pública: quem paga pelo imprevisto?,Matriz de riscos em obra pública: quem paga pelo imprevisto?,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/matriz-de-riscos-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/matriz-de-riscos-obra-publica/index.html
/conteudos/matriz-de-riscos-reequilibrio-economico-financeiro/,conteudo,Matriz de riscos pode impedir o reequilíbrio econômico-financeiro?,Matriz de riscos pode impedir o reequilíbrio econômico-financeiro?,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/matriz-de-riscos-reequilibrio-economico-financeiro/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/matriz-de-riscos-reequilibrio-economico-financeiro/index.html
/conteudos/medicao-de-obra-publica-rejeitada/,conteudo,Medição de obra pública rejeitada: o que fazer nas primeiras 48 horas,Medição de obra pública rejeitada: o que fazer nas primeiras 48 horas,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/medicao-de-obra-publica-rejeitada/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/medicao-de-obra-publica-rejeitada/index.html
/conteudos/medicao-por-evento-obra-publica/,conteudo,Medição por evento ou quantitativo: o que muda,Medição por evento ou quantitativo: o que muda,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/medicao-por-evento-obra-publica/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/medicao-por-evento-obra-publica/index.html
/conteudos/mobilizacao-desmobilizacao-orcamento-obra/,conteudo,Como calcular mobilização e desmobilização na proposta,Como calcular mobilização e desmobilização na proposta,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/mobilizacao-desmobilizacao-orcamento-obra/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,False,,,,NO_DATA,NO_DATA,,bid-room,,KEEP_AND_IMPROVE,edital,indexable library page,conteudos/mobilizacao-desmobilizacao-orcamento-obra/index.html
/conteudos/mudanca-metodo-construtivo-obra-publica-aditivo/,conteudo,Mudança do método construtivo: quem paga a diferença?,Mudança do método construtivo: quem paga a diferença?,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/mudanca-metodo-construtivo-obra-publica-aditivo/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/mudanca-metodo-construtivo-obra-publica-aditivo/index.html
/conteudos/multa-atraso-parcial-contrato-publico/,conteudo,Atraso na entrega parcial pode gerar multa sobre o contrato inteiro?,Atraso na entrega parcial pode gerar multa sobre o contrato inteiro?,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/multa-atraso-parcial-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/multa-atraso-parcial-contrato-publico/index.html
/conteudos/multa-contrato-obra-publica-defesa/,conteudo,Multa em contrato de obra pública: quando pode ser contestada,Multa em contrato de obra pública: quando pode ser contestada,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/multa-contrato-obra-publica-defesa/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/multa-contrato-obra-publica-defesa/index.html
/conteudos/notas-fiscais-reequilibrio-contrato/,conteudo,Notas fiscais ou índices oficiais: qual prova é mais forte no reequilíbrio?,Notas fiscais ou índices oficiais: qual prova é mais forte no reequilíbrio?,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/notas-fiscais-reequilibrio-contrato/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/notas-fiscais-reequilibrio-contrato/index.html
/conteudos/notificacao-impacto-prazo-custo-obra/,conteudo,Notificação de impacto: quando avisar que um evento afetará prazo e custo,Notificação de impacto: quando avisar que um evento afetará prazo e custo,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/notificacao-impacto-prazo-custo-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/notificacao-impacto-prazo-custo-obra/index.html
/conteudos/orcamento-incompleto-edital-obra-publica/,conteudo,"Edital com orçamento incompleto: participar, pedir esclarecimento ou impugnar?","Edital com orçamento incompleto: participar, pedir esclarecimento ou impugnar?",diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/orcamento-incompleto-edital-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/orcamento-incompleto-edital-obra-publica/index.html
/conteudos/orcamento-sigiloso-licitacao-obra/,conteudo,Orçamento sigiloso: como precificar sem conhecer o teto da Administração,Orçamento sigiloso: como precificar sem conhecer o teto da Administração,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/orcamento-sigiloso-licitacao-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/orcamento-sigiloso-licitacao-obra/index.html
/conteudos/ordem-paralisacao-obra-publica-custos/,conteudo,Ordem de paralisação: quais custos a construtora deve registrar,Ordem de paralisação: quais custos a construtora deve registrar,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/ordem-paralisacao-obra-publica-custos/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/ordem-paralisacao-obra-publica-custos/index.html
/conteudos/pagamento-contrato-publico-certidao-vencida/,conteudo,Nota fiscal bloqueada por certidão: a Administração pode reter tudo?,Nota fiscal bloqueada por certidão: a Administração pode reter tudo?,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/pagamento-contrato-publico-certidao-vencida/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/pagamento-contrato-publico-certidao-vencida/index.html
/conteudos/pagamento-parcial-etapa-empreitada-global/,conteudo,Pagamento parcial em empreitada global: quando vale,Pagamento parcial em empreitada global: quando vale,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/pagamento-parcial-etapa-empreitada-global/,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",True,True,True,,,,NO_DATA,NO_DATA,,contract-defense,,KEEP_AND_IMPROVE,contrato,indexable library page,conteudos/pagamento-parcial-etapa-empreitada-global/index.html
/conteudos/parcela-incontroversa-medicao-contrato-publico/,conteudo,Há controvérsia na medição: a parcela incontroversa deve ser paga?,Há controvérsia na medição: a parcela incontroversa deve ser paga?,medicoes-glosas-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/parcela-incontroversa-medicao-contrato-publico/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/parcela-incontroversa-medicao-contrato-publico/index.html
/conteudos/pedido-de-reequilibrio-negado/,conteudo,Pedido de reequilíbrio negado: 7 falhas que destroem o pleito,Pedido de reequilíbrio negado: 7 falhas que destroem o pleito,reequilibrio-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/pedido-de-reequilibrio-negado/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/pedido-de-reequilibrio-negado/index.html
/conteudos/pedido-prorrogacao-prazo-antes-vencimento/,conteudo,O pedido de prorrogação precisa ser feito antes do prazo acabar?,O pedido de prorrogação precisa ser feito antes do prazo acabar?,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/pedido-prorrogacao-prazo-antes-vencimento/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/pedido-prorrogacao-prazo-antes-vencimento/index.html
/conteudos/plano-recuperacao-obra-atrasada/,conteudo,Plano de recuperação após notificação: como demonstrar capacidade de concluir,Plano de recuperação após notificação: como demonstrar capacidade de concluir,defesa-tecnica-contratos-publicos,UNVERIFIED,https://confenge.com.br/conteudos/plano-recuperacao-obra-atrasada/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/plano-recuperacao-obra-atrasada/index.html
/conteudos/pleito-tecnico-obra-publica/,conteudo,Pleito técnico em obra pública: estrutura que facilita a análise e a decisão,Pleito técnico em obra pública: estrutura que facilita a análise e a decisão,acompanhamento-contratos-obras,UNVERIFIED,https://confenge.com.br/conteudos/pleito-tecnico-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/pleito-tecnico-obra-publica/index.html
/conteudos/prazo-vigencia-prazo-execucao-contrato-obra/,conteudo,Prazo de vigência e prazo de execução: a diferença que trava obras,Prazo de vigência e prazo de execução: a diferença que trava obras,atrasos-prorrogacao-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/prazo-vigencia-prazo-execucao-contrato-obra/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/prazo-vigencia-prazo-execucao-contrato-obra/index.html
/conteudos/preco-de-item-novo-aditivo-obra-publica/,conteudo,Item novo sem SINAPI ou SICRO: como formar o preço do aditivo,Item novo sem SINAPI ou SICRO: como formar o preço do aditivo,aditivos-obras-publicas,UNVERIFIED,https://confenge.com.br/conteudos/preco-de-item-novo-aditivo-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,contract-defense,,RETAIN_NOINDEX,contrato,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/preco-de-item-novo-aditivo-obra-publica/index.html
/conteudos/preco-unitario-acima-referencia-proposta-global/,conteudo,Preço unitário acima do referencial com proposta global menor: pode?,Preço unitário acima do referencial com proposta global menor: pode?,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/preco-unitario-acima-referencia-proposta-global/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/preco-unitario-acima-referencia-proposta-global/index.html
/conteudos/produtividade-sinapi-obra-publica/,conteudo,Coeficiente de produtividade do SINAPI: quando ele não representa a obra,Coeficiente de produtividade do SINAPI: quando ele não representa a obra,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/produtividade-sinapi-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/produtividade-sinapi-obra-publica/index.html
/conteudos/projeto-basico-incompleto-obra-publica/,conteudo,Projeto básico incompleto: até onde vai o risco da construtora?,Projeto básico incompleto: até onde vai o risco da construtora?,diagnostico-pre-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/projeto-basico-incompleto-obra-publica/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/projeto-basico-incompleto-obra-publica/index.html
/conteudos/proposta-inexequivel-obra-publica-lei-14133/,conteudo,Proposta inexequível na Lei 14.133: como a construtora deve se defender,Proposta inexequível na Lei 14.133: como a construtora deve se defender,auditoria-orcamento-licitacao,UNVERIFIED,https://confenge.com.br/conteudos/proposta-inexequivel-obra-publica-lei-14133/,"noindex,follow",False,False,False,,,,NO_DATA,NO_DATA,,bid-room,,RETAIN_NOINDEX,edital,noindex; excluded from hub/sitemap/feed after remediation; machine residue allowed offline until rewrite wave,conteudos/proposta-inexequivel-obra-publica-lei-14133/index.html
